Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
PSA	33	15	ch4n	figs-metonymy		0.0	shapes the hearts of them all	Here “hearts” refers to the thinking of these people. The writer speaks of Yahweh guiding the thinking of the people as if he were a potter who was shaping a bowl. Alternate translation: “guides their thinking as a potter shapes a bowl” (See: [[rc://en/ta/man/translate/figs-metonymy]] and [[rc://en/ta/man/translate/figs-metaphor]])	PSA 33:15
PSA	33	16	w54n	figs-activepassive		0.0	No king is saved by a vast army	This could be stated in active form. Alternate translation: “A large army is not what saves a king” (See: [[rc://en/ta/man/translate/figs-activepassive]])	PSA 33:16
PSA	33	17	hgn8	figs-synecdoche		0.0	A horse is a false hope for victory	Here “a horse” represents the strongest part of the army. Alternate translation: “Having an army with strong horses does not provide security” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 33:17
PSA	33	18	fy9c	figs-metonymy		0.0	Yahweh’s eye	Here “eye” refers to Yahweh’s attention. Alternate translation: “Yahweh’s attention” (See: [[rc://en/ta/man/translate/figs-metonymy]])	PSA 33:18
PSA	33	18	y8yf	figs-idiom		0.0	those who hope in his covenant faithfulness	The idiom to “count on” means to “wait for” or to “expect.” If your language does not use an abstract noun for the idea behind the word **faithfulness**, you could express the same idea with an adverb. Alternate translation: “those who expect him to act faithfully because of his covenant” or “those who wait for him to act because he is faithful to his covenant” (See: [[rc://en/ta/man/translate/figs-idiom]] and [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 33:18
PSA	33	19	z5yv	figs-synecdoche		0.0	to deliver their lives from death	Here “their lives” refers to the people. Alternate translation: “to keep them from dying” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 33:19
PSA	33	20	j64c	figs-idiom		0.0	We wait for Yahweh	Here “wait” is an idiom that refers to trust. Alternate translation: “We trust in Yahweh” or “We hope in Yahweh” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 33:20
PSA	33	20	l55j	figs-metaphor		0.0	he is our help and our shield	Here Yahweh is spoken of as if he is a shield that protects soldiers in battle. Alternate translation: “he is our helper and protects us like a shield” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 33:20
PSA	33	21	ujv3	figs-synecdoche		0.0	Our hearts rejoice	Here “hearts” refer to the people. Alternate translation: “We rejoice” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 33:21
PSA	33	21	eu9i	figs-metonymy		0.0	in his holy name	Here “holy name” refers to Yahweh’s holy character. Alternate translation: “in his holy character” or “in him because he is holy” (See: [[rc://en/ta/man/translate/figs-metonymy]])	PSA 33:21
PSA	33	22	nn9g	figs-metaphor		0.0	Let your covenant faithfulness, Yahweh, be with us	Yahweh acting faithfully towards the people is spoken of as if Yahweh’s covenant faithfulness were with them. If your language does not use an abstract noun for the idea behind the word **faithfulness**, you could express the same idea with an adverb. Alternate translation: “May you always act faithfully towards us because of your covenant, Yahweh” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 33:22
PSA	34	1	m4gs	figs-explicit		0.0	before Abimelech	This refers to a specific historical event that the Hebrews knew well. Alternate translation: “when he was in Abimelech’s house” or “when he was Abimelech’s prisoner” (See: [[rc://en/ta/man/translate/figs-explicit]])	PSA 34:1
PSA	34	1	klk3	figs-metonymy		0.0	his praise will always be in my mouth	Here “in my mouth” refers to David speaking about Yahweh. Alternate translation: “I will always praise him out loud” (See: [[rc://en/ta/man/translate/figs-metonymy]])	PSA 34:1
PSA	34	2	rk7h	figs-nominaladj		0.0	the oppressed	This refers to people who are oppressed. Alternate translation: “the oppressed people” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	PSA 34:2
PSA	34	3	n56p	figs-idiom		0.0	lift up his name	Here “lift up” is an idiom that refers to exalting Yahweh. Alternate translation: “tell people how great he is” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 34:3
PSA	34	3	hjw1	figs-metonymy		0.0	his name	Here “his name” refers to Yahweh’s character. Alternate translation: “his character” (See: [[rc://en/ta/man/translate/figs-metonymy]])	PSA 34:3
PSA	34	4	def1	figs-metaphor		0.0	I sought Yahweh	Here “sought Yahweh” means David was asking Yahweh for help. Alternate translation: “I prayed to Yahweh” or “I asked Yahweh for help” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:4
PSA	34	5	t6s5	figs-metaphor		0.0	Those who look to him	Here “look to” represents seeking help from him. Alternate translation: “Those who look at him for help” or “those who expect help only from him” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:5
PSA	34	5	ndy9	figs-idiom		0.0	are radiant	This idiom refers to their appearance as being joyful. Alternate translation: “are joyful” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 34:5
PSA	34	5	caz9	figs-synecdoche		0.0	their faces are not ashamed	Here “their faces” refers to the people who look to Yahweh. It can also be stated in positive form. Alternate translation: “they are not ashamed” or “they are proud” (See: [[rc://en/ta/man/translate/figs-synecdoche]] and [[rc://en/ta/man/translate/figs-litotes]])	PSA 34:5
PSA	34	6	cib3	figs-123person		0.0	This oppressed man	David describes himself as an oppressed man. Alternate translation: “I was oppressed and” (See: [[rc://en/ta/man/translate/figs-123person]])	PSA 34:6
PSA	34	6	qw3c	figs-idiom		0.0	Yahweh heard him	Here “heard” means that Yahweh helped him. Alternate translation: “Yahweh heard me” or “Yahweh helped him” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 34:6
PSA	34	7	qu9z	figs-metaphor		0.0	camps around	The angel of Yahweh is spoken of as if he were an army that camps around someone in order to protect them. Alternate translation: “guards” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:7
PSA	34	8	qed8	figs-metaphor		0.0	Taste and see that Yahweh is good	Yahweh’s goodness is spoken of as something that can be tasted and seen. Alternate translation: “Try and experience that Yahweh is good” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:8
PSA	34	8	j8ma	figs-metaphor		0.0	takes refuge	Yahweh is spoken of as if he were a place where people can hide for protection from their enemies. Alternate translation: “trust him to protect them” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:8
PSA	34	9	vv95	figs-litotes		0.0	There is no lack for those who fear him	This can be stated in positive form. Alternate translation: “Those who fear him will always have what they need” (See: [[rc://en/ta/man/translate/figs-litotes]])	PSA 34:9
PSA	34	10	ch59	figs-litotes		0.0	will not lack anything good	This can be stated in positive form. Alternate translation: “will always have the good things they need” (See: [[rc://en/ta/man/translate/figs-litotes]])	PSA 34:10
PSA	34	12	gmc4	figs-rquestion		0.0	What man is there who desires life and loves many days, that he may see good?	The implicit answer to this question is “every man.” If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “Every man desires life and desires to live many days and have a good life” (See: [[rc://en/ta/man/translate/figs-rquestion]])	PSA 34:12
PSA	34	13	h79u	figs-parallelism		0.0	keep your tongue from evil … keep your lips from speaking lies	These two phrases refer to the same thing and it is said in different ways to emphasize its importance. (See: [[rc://en/ta/man/translate/figs-parallelism]])	PSA 34:13
PSA	34	13	jy3g	figs-synecdoche		0.0	Then keep your tongue from evil	Here “tongue” refers to the whole person. Alternate translation: “Therefore, do not speak evil” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 34:13
PSA	34	13	d237	figs-synecdoche		0.0	keep your lips from speaking lies	Here “lips” refers to the person speaking. Alternate translation: “do not speak lies” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 34:13
PSA	34	14	l778	figs-metaphor		0.0	Turn away from evil	Here “Turn away” is a metaphor for avoiding evil. Alternate translation: “Refuse to do evil” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:14
PSA	34	14	sjg9	figs-metaphor		0.0	Seek peace	Here “seek” means to be concerned about peace. Alternate translation: “Try hard to live in peace with other people” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:14
PSA	34	15	x87w	figs-metonymy		0.0	The eyes of Yahweh are on the righteous	Here “the eyes of Yahweh” refer to his careful watching. “The righteous” is a reference to righteous people. Alternate translation: “Yahweh carefully watches over the righteous people” (See: [[rc://en/ta/man/translate/figs-metonymy]] and [[rc://en/ta/man/translate/figs-nominaladj]])	PSA 34:15
PSA	34	15	ihz6	figs-synecdoche		0.0	his ears are directed toward their cry	Here Yahweh is represented by his “ears.” To be directed toward something means to pay attention to it. Alternate translation: “he pays attention to their cry” or “he answers their cry” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 34:15
PSA	34	16	b3yv	figs-metaphor		0.0	to cut off the memory of them from the earth	Yahweh will cause people to so completely forget them when they die that it is as if he used a knife to cut off any memory of them. Alternate translation: “so that when they are dead, people will forget them completely” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:16
PSA	34	17	ib9f	figs-idiom		0.0	Yahweh hears	Here “hears” means that Yahweh desires to respond to them. Alternate translation: “Yahweh pays attention to them” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 34:17
PSA	34	18	ers6	figs-idiom		0.0	Yahweh is close	Here “is close” means “ready to help.” Alternate translation: “Yahweh is always ready to help” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 34:18
PSA	34	18	km9m	figs-metaphor		0.0	the brokenhearted	This is a nominal adjective that refers to people who are brokenhearted. Deep sadness is spoken of as if the person’s heart is broken. Alternate translation: “people who are very sad” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-nominaladj]])	PSA 34:18
PSA	34	18	zhw6	figs-metaphor		0.0	those who are crushed in spirit	People who are deeply discouraged are spoken of as if their spirits are crushed. Alternate translation: “people who are deeply discouraged” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:18
PSA	34	19	s9nw	figs-nominaladj		0.0	the righteous	This refers to people who are righteous. Alternate translation: “the righteous people” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	PSA 34:19
PSA	34	20	p78v	figs-synecdoche		0.0	He keeps all his bones, not one of them will be broken	Here “all his bones” is literal, but it also implies that Yahweh takes care of the entire person. Alternate translation: “He provides complete protection for him, he will not be harmed in any way” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 34:20
PSA	34	21	zrq9	figs-personification		0.0	Evil will kill the wicked	Evil is described as if it were a man who can kill people. Alternate translation: “The evil deeds of wicked people will kill them” (See: [[rc://en/ta/man/translate/figs-personification]])	PSA 34:21
PSA	34	21	rj4c	figs-nominaladj		0.0	the wicked	This refers to wicked people. (See: [[rc://en/ta/man/translate/figs-nominaladj]])	PSA 34:21
PSA	34	21	v5tb	figs-activepassive		0.0	Those who hate the righteous will be condemned	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Yahweh will condemn those who hate the righteous” (See: [[rc://en/ta/man/translate/figs-activepassive]])	PSA 34:21
PSA	34	21	a6li	figs-nominaladj		0.0	the righteous	This refers to righteous people. (See: [[rc://en/ta/man/translate/figs-nominaladj]])	PSA 34:21
PSA	34	22	pl7j	figs-activepassive		0.0	None of those who take refuge in him will be condemned	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. It can also be stated in positive form. Alternate translation: “Yahweh will forgive everyone who takes refuge in him” (See: [[rc://en/ta/man/translate/figs-activepassive]] and [[rc://en/ta/man/translate/figs-litotes]])	PSA 34:22
PSA	34	22	wb23	figs-metaphor		0.0	take refuge in him	Going to Yahweh for protection is spoken of as taking refuge in him. Alternate translation: “go to him for protection” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 34:22
PSA	35	2	uj8w	figs-metaphor		0.0	Grab your small shield and large shield	The writer describes God as a warrior who is preparing himself for battle. (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:2
PSA	35	3	e4ia	figs-metaphor		0.0	Use your spear and battle ax	The writer describes God as a warrior who is preparing himself for battle. (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:3
PSA	35	3	z8vr	figs-metaphor		0.0	those who chase me	This could mean: (1) these enemies are literally chasing the writer or (2) this is a metaphor for people who are enemies of the writer. (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:3
PSA	35	3	k4rj	figs-synecdoche		0.0	say to my soul	This refers to the writer. Alternate translation: “say to me” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 35:3
PSA	35	3	wz6p	figs-abstractnouns		0.0	I am your salvation	This can be stated without the abstract noun. Alternate translation: “I am your savior” or “I will save you” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 35:3
PSA	35	4	w6yz	figs-activepassive		0.0	May those who seek my life be shamed and dishonored	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “May Yahweh shame and dishonor those who seek my life” (See: [[rc://en/ta/man/translate/figs-activepassive]])	PSA 35:4
PSA	35	4	s62m	figs-metaphor		0.0	who seek my life	Here “seek my life” means they desire to kill the writer. The writer is represented by his “life.” Alternate translation: “who are trying to kill me” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 35:4
PSA	35	4	fq9w	figs-activepassive		0.0	May those who plan to harm me be turned back and confounded	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “May Yahweh turn back and confound those who plan to harm me” (See: [[rc://en/ta/man/translate/figs-activepassive]])	PSA 35:4
PSA	35	4	g34u	figs-metaphor		0.0	be turned back	“be turned back” here is a metaphor for being unable to accomplish their goal. Alternate translation: “be unsuccessful” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:4
PSA	35	5	wp56	figs-simile		0.0	as chaff before the wind	The writer’s enemies are spoken of as if they are chaff that is easily blown away. Alternate translation: “blown away by the wind like chaff” (See: [[rc://en/ta/man/translate/figs-simile]])	PSA 35:5
PSA	35	6	ayu2	figs-metonymy		0.0	their way	Here “their way” refers to their lives. Alternate translation: “their lives” (See: [[rc://en/ta/man/translate/figs-metonymy]])	PSA 35:6
PSA	35	6	w5gp	figs-metaphor		0.0	dark and slippery	This refers to a way that is hidden and dangerous. Alternate translation: “hidden and full of dangers” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:6
PSA	35	6	ehs5	figs-metaphor		0.0	chases them	This refers to the angel of Yahweh being opposed to the writer’s enemies. Alternate translation: “works against them” or “opposes them” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:6
PSA	35	7	h8ne	figs-metaphor		0.0	they set their net for me	The schemes of the wicked are spoken of as if they were a net that they set to catch the writer. Alternate translation: “they want to catch me in a net like a small animal” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:7
PSA	35	7	j68b	figs-metaphor		0.0	they dug a pit for my life	The schemes of the wicked are spoken of as if they were a pit that they dug to catch the writer. Alternate translation: “they wanted to capture me in a pit like a big animal” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:7
PSA	35	7	kw8m	figs-synecdoche		0.0	my life	This refers to the writer. Alternate translation: “me” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 35:7
PSA	35	8	iq5p	figs-personification		0.0	Let destruction overtake them by surprise	Destruction is spoken of as if it was a dangerous animal that would suddenly attack them. Alternate translation: “Let them be destroyed suddenly” or “Let them be surprised because you destroy them suddenly” (See: [[rc://en/ta/man/translate/figs-personification]])	PSA 35:8
PSA	35	8	d6rv	figs-metaphor		0.0	the net that they have set	The schemes of the wicked are spoken of as if they were a net that they place to catch the writer. Alternate translation: “the net that they placed in order to capture me like an animal and harm me” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:8
PSA	35	8	e9d9	figs-metaphor		0.0	Let them fall into it	This is the same metaphor as in verse 7. The net is intended to catch the writer. Alternate translation: “Let them fall into the pit that they dug for me” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-explicit]])	PSA 35:8
PSA	35	8	q1k1	figs-abstractnouns		0.0	to their destruction	If your language does not use an abstract noun for the idea behind the word **destruction**, you could express the same idea with a verbal form. Alternate translation: “so that they will be destroyed” or “that is how you should destroy them” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 35:8
PSA	35	9	gv3z	figs-abstractnouns		0.0	in his salvation	If your language does not use an abstract noun for the idea behind the word **salvation**, you could express the same idea with a verbal form. Alternate translation: “because you save me” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 35:9
PSA	35	10	dy1n	figs-metonymy		0.0	All my bones	Here “bones” refers to the deepest inner being of a person. Alternate translation: “My whole inner being” (See: [[rc://en/ta/man/translate/figs-metonymy]])	PSA 35:10
PSA	35	10	fcx1	figs-rquestion		0.0	Yahweh, who is like you … those who try to rob them?	The implicit answer to this question is that no one is like Yahweh. Alternate translation: “Yahweh, there is no one like you … those who try to rob them.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	PSA 35:10
PSA	35	10	kuz3	figs-doublet		0.0	the poor and needy	The words “poor” and “needy” mean basically the same thing and emphasize that Yahweh saves many who need his help. (See: [[rc://en/ta/man/translate/figs-doublet]])	PSA 35:10
PSA	35	11	j8nd	figs-idiom		0.0	rise up	This means they testify in a trial. Alternate translation: “volunteer to give a testimony” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 35:11
PSA	35	12	ns9v	figs-metaphor		0.0	They repay me evil for good	This is a metaphor which means they give back evil in exchange for the good they have received. Alternate translation: “In return for my doing good things for them, they do evil things to me” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:12
PSA	35	12	j7e3	figs-abstractnouns		0.0	evil … good	These abstract nouns can be stated in other forms. Alternate translation: “evil things … good things” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 35:12
PSA	35	14	zuy5	figs-simile		0.0	in grief as for my brother	The writer was as sad as if his own brother had died. Alternate translation: “grieving as if my own brother was ill” (See: [[rc://en/ta/man/translate/figs-simile]])	PSA 35:14
PSA	35	14	kn9w	figs-simile		0.0	I bent down in mourning as for my mother	The writer mourned as if his own mother had died. Alternate translation: “I mourned as if my own mother had died” (See: [[rc://en/ta/man/translate/figs-simile]])	PSA 35:14
PSA	35	15	w4hv	figs-idiom		0.0	against me	This means they came together for the purpose of attacking the writer. Alternate translation: “to make plans against me” or “to plan my destruction” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 35:15
PSA	35	15	qu3u	figs-metaphor		0.0	They tore at me	Here the treated the writer as if he were a piece of cloth that they could tear to pieces. Alternate translation: “They attacked me” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:15
PSA	35	17	x3er	figs-rquestion		0.0	how long will you look on?	This rhetorical question indicates that the writer wants God to stop simply looking on and to start to help him. Alternate translation: “how long will you only watch them doing this?” or “when will you help me?” (See: [[rc://en/ta/man/translate/figs-rquestion]])	PSA 35:17
PSA	35	17	te6n	figs-synecdoche		0.0	Rescue my soul	Here “soul” refers to the writer. Alternate translation: “Rescue me” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 35:17
PSA	35	17	ygg1	figs-ellipsis		0.0	my life from the lions	The word “save” is implied. Alternate translation: “save my life from the lions” (See: [[rc://en/ta/man/translate/figs-ellipsis]])	PSA 35:17
PSA	35	17	kep3	figs-synecdoche		0.0	my life	This refers to the writer. Alternate translation: “me” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 35:17
PSA	35	17	d2a8	figs-metaphor		0.0	from the lions	Here the writer speaks of his enemies as if they were vicious lions. Alternate translation: “from my enemies who attack me like wild animals” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:17
PSA	35	20	pjw3	figs-abstractnouns		0.0	they do not speak peace	If your language does not use an abstract noun for the idea behind the word **peace**, you could express the same idea with a verbal form such as “peacefully.” Alternate translation: “they do not speak peacefully to people” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 35:20
PSA	35	20	p638	figs-abstractnouns		0.0	live in peace	If your language does not use an abstract noun for the idea behind the word **peace**, you could express the same idea with a verbal form. Alternate translation: “live peacefully with others” or “do no harm to anyone” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 35:20
PSA	35	21	vvg2	figs-explicit		0.0	They open their mouths wide against me	The reason they open their mouths is to accuse the writer. Alternate translation: “They shout at me in order to accuse me” (See: [[rc://en/ta/man/translate/figs-explicit]])	PSA 35:21
PSA	35	21	b5wt	figs-exclamations		0.0	Aha, Aha	This is something an excited person says when he has suddenly seen or understood something, especially something other people did not expect him to see. It emphasizes the statement that follows. (See: [[rc://en/ta/man/translate/figs-exclamations]])	PSA 35:21
PSA	35	21	s32p	figs-synecdoche		0.0	our eyes have seen it	Here “our eyes” refers to the enemies’ eyes. It is implied that they are saying they saw the writer do something wrong. Alternate translation: “we have seen it” or “we saw the wrong things that you did” (See: [[rc://en/ta/man/translate/figs-synecdoche]] and [[rc://en/ta/man/translate/figs-explicit]])	PSA 35:21
PSA	35	22	gn7x	figs-explicit		0.0	You have seen it	Here “it” refers to the false accusations of the writer’s enemies. Alternate translation: “You have seen how they falsely accused me” (See: [[rc://en/ta/man/translate/figs-explicit]])	PSA 35:22
PSA	35	22	tt5p	figs-litotes		0.0	do not be silent	“do not ignore what they did” This can be stated in positive form. Alternate translation: “judge them because of what they did” (See: [[rc://en/ta/man/translate/figs-litotes]])	PSA 35:22
PSA	35	22	a6yk	figs-litotes		0.0	do not be far from me	This can be stated in positive form. Alternate translation: “be very close to me” (See: [[rc://en/ta/man/translate/figs-litotes]])	PSA 35:22
PSA	35	23	hkj2	figs-metaphor		0.0	Arouse yourself and awake	This does not mean that God is actually asleep. The writer wants God to intervene. Both words mean basically the same thing and emphasize the urgency of this request. Alternate translation: “I feel like you are sleeping! Wake up” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-doublet]])	PSA 35:23
PSA	35	23	g2zc	figs-abstractnouns		0.0	to my defense	This abstract noun “defense” can be stated as “defend.” Alternate translation: “to defend me” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 35:23
PSA	35	23	qri7	figs-metonymy		0.0	my cause	This refers to the writer. Alternate translation: “me” (See: [[rc://en/ta/man/translate/figs-metonymy]])	PSA 35:23
PSA	35	25	g22z	figs-idiom		0.0	say in their heart	This is an idiom that means to say to oneself. Alternate translation: “say to themselves” (See: [[rc://en/ta/man/translate/figs-idiom]])	PSA 35:25
PSA	35	25	lj61	figs-exclamations		0.0	Aha	This is an exclamation that is used when something is suddenly seen or understood. It emphasizes what follows. Alternate translation: “Yes” (See: [[rc://en/ta/man/translate/figs-exclamations]])	PSA 35:25
PSA	35	25	vuc2	figs-explicit		0.0	we have what we wanted	It is implied that the writer’s enemies wanted him to be declared guilty. Alternate translation: “he has been declared guilty just as we desired” (See: [[rc://en/ta/man/translate/figs-explicit]])	PSA 35:25
PSA	35	25	p58l	figs-metaphor		0.0	We have devoured him	The writer’s enemies speak of his destruction as if they were wild animals who had eaten him. Alternate translation: “We have swallowed him up” or “We have destroyed him” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:25
PSA	35	26	q1m6	figs-activepassive		0.0	May those who exalt themselves over me be clothed with shame and dishonor	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “May you clothe with shame and dishonor those who exalt themselves over me” (See: [[rc://en/ta/man/translate/figs-activepassive]])	PSA 35:26
PSA	35	26	j7j7	figs-abstractnouns		0.0	clothed with shame and dishonor	Here shame and dishonor are spoken of as if they were shameful clothes that the writer could wear. These abstract nouns can be stated as verbs. Alternate translation: “shamed and dishonored” (See: [[rc://en/ta/man/translate/figs-abstractnouns]] and [[rc://en/ta/man/translate/figs-metaphor]])	PSA 35:26
PSA	35	26	he8a	figs-doublet		0.0	shame and dishonor	These terms mean about the same thing and are used to emphasize how degraded they will be. (See: [[rc://en/ta/man/translate/figs-doublet]])	PSA 35:26
PSA	35	27	zr5u	figs-activepassive		0.0	Yahweh be praised	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Let us praise Yahweh” (See: [[rc://en/ta/man/translate/figs-activepassive]])	PSA 35:27
PSA	35	28	b4q3	figs-abstractnouns		0.0	tell of your justice	If your language does not use an abstract noun for the idea behind the word **justice**, you could express the same idea with a verbal form such as “right.” Alternate translation: “proclaim that you act in the right way” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 35:28
PSA	36	1	eg5r	figs-genericnoun		0.0	An evil man	This does not refer to a specific man, but to evil people in general. Alternate translation: “Evil people” (See: [[rc://en/ta/man/translate/figs-genericnoun]])	PSA 36:1
PSA	36	1	pzl6	figs-metonymy		0.0	from deep in his heart	Here “heart” refers to the inner being of a person. Alternate translation: “from his inner being” (See: [[rc://en/ta/man/translate/figs-metonymy]])	PSA 36:1
PSA	36	1	zm16	figs-synecdoche		0.0	in his eyes	Here “eyes” refers to the wicked person. Alternate translation: “in him” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	PSA 36:1
PSA	36	2	z7qc	figs-activepassive		0.0	his sin will not be discovered and be hated	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “God will not discover and hate his sin” (See: [[rc://en/ta/man/translate/figs-activepassive]])	PSA 36:2
PSA	36	4	d3zz	figs-metaphor		0.0	he sets out on an evil way	The sinful actions of the man are spoken of as if he was walking along a path that was evil. Alternate translation: “he begins to do evil things” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 36:4
PSA	36	4	w34n	figs-abstractnouns		0.0	he does not reject evil	Here “evil” can be stated in another form. Alternate translation: “he does not reject evil behavior” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 36:4
PSA	36	5	wiw8	figs-metaphor		0.0	Your covenant faithfulness … reaches to the heavens	The greatness of God’s covenant faithfulness is spoken of as if it were an object that reached as high as the heavens. If your language does not use an abstract noun for the idea behind the word **faithfulness**, you could express the same idea with an adjective. Alternate translation: “Your covenant faithfulness … is very great” or “You … are as faithful to your covenant as the heavens are high above the earth” (See: [[rc://en/ta/man/translate/figs-metaphor]] and [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 36:5
PSA	36	5	m314	figs-metaphor		0.0	reaches to the clouds	The greatness of God’s loyalty is spoken of as if it was very high. Alternate translation: “is as high as the clouds” or “is enormously great” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 36:5
PSA	36	6	s49q	figs-simile		0.0	like the mountains of God … like the great deep	These phrases describe the greatness of God’s righteousness and judgments as if they were very high and deep. Alternate translation: “as high as the highest mountains … as deep as the deepest sea” (See: [[rc://en/ta/man/translate/figs-simile]])	PSA 36:6
PSA	36	7	vs32	figs-abstractnouns		0.0	How precious is your covenant faithfulness	The word “precious” refers to how greatly the writer values Yahweh’s covenant faithfulness. If your language does not use an abstract noun for the idea behind the word **faithfulness**, you could express the same idea with an adjective. Alternate translation: “I greatly value how you are faithful to your covenant” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	PSA 36:7
PSA	36	8	vy98	figs-metaphor		0.0	They feast upon the abundance of your house	Eating much food as guests in a house is a metaphor for God providing all his people need. Alternate translation: “They will have all they need because you will provide it to them” or “You have plenty to give, and you will provide them with all they need” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 36:8
PSA	36	8	mw7h	figs-metaphor		0.0	you let them drink from the river of your delights	There are two metaphors here. God’s abundant blessings are spoken of as if they are the water in a flowing river. Also, those who receive those blessings are spoken of as if they are drinking them like water. Alternate translation: “your precious blessings are like a river from which you will let them drink” (See: [[rc://en/ta/man/translate/figs-metaphor]])	PSA 36:8
