MACULA_IDs	MARBLE_IDs
o260080020041	02600800200012
o260080020042	02600800200014
o260080020051	02600800200016
o260080020061	02600800200018
o260080020062	02600800200020
o260080020071 o260080020072	02600800200022
o260080020081	02600800200024
o260080020082	02600800200026
o260080020083	02600800200028
o260080020091	02600800200030
o260080020101	02600800200032
o260080020102	02600800200034
o260080020103 o260080020104	02600800200036
o260080020111	02600800200038
o260080020112	02600800200040
o260080020113 o260080020114	02600800200042
o260080020121	02600800200044
o260080020122	02600800200046
o260080020131	02600800200048
o260080020141	02600800200050
o260080020142	02600800200052
o260080020151	02600800200054
o260080020152 o260080020153	02600800200056
o260080030011	02600800300002
o260080030012	02600800300004
o260080030021	02600800300006
o260080030031	02600800300008
o260080030041	02600800300010
o260080030042 o260080030043	02600800300012
o260080030051	02600800300014
o260080030052	02600800300016
o260080030061 o260080030062	02600800300018
o260080030071	02600800300020
o260080030072	02600800300022
o260080030081 o260080030082	02600800300024
o260080030091	02600800300026
o260080030101	02600800300028
o260080030111	02600800300030
o260080030112	02600800300032
o260080030121	02600800300034
o260080030122	02600800300036
o260080030131	02600800300038
o260080030132	02600800300040
o260080030141	02600800300042
o260080030142	02600800300044
o260080030151 o260080030152	02600800300046
o260080030161 o260080030162	02600800300048
o260080030171	02600800300050
o260080030172	02600800300052
o260080030181	02600800300054
o260080030191	02600800300056
o260080030201	02600800300058
o260080030211	02600800300060
o260080030221	02600800300062
o260080030222	02600800300064
o260080030231	02600800300066
o260080030232	02600800300068
o260080030241 o260080030242	02600800300070
o260080030251	02600800300072
o260080030261	02600800300074
o260080030271	02600800300076
o260080030281	02600800300078
o260080030291	02600800300080
o260080030292	02600800300082
o260080030301	02600800300084
o260080030302	02600800300086
o260080040011	02600800400002
o260080040012	02600800400004
o260080040021	02600800400006
o260080040031	02600800400008
o260080040041	02600800400010
o260080040051	02600800400012
o260080040061	02600800400014
o260080040062	02600800400018
o260080040071	02600800400020
o260080040081	02600800400022
o260080040091	02600800400024
o260080040092	02600800400028
o260080050011	02600800500002
o260080050012	02600800500004
o260080050021 o260080050022	02600800500006
o260080050031	02600800500008
o260080050041	02600800500010
o260080050051	02600800500012
o260080050061	02600800500014
o260080050071 o260080050072	02600800500016
o260080050081	02600800500018
o260080050091 o260080050092	02600800500020
o260080050101	02600800500022
o260080050102	02600800500024
o260080050111 o260080050112	02600800500026
o260080050121	02600800500028
o260080050131 o260080050132	02600800500030
o260080050141	02600800500032
o260080050142	02600800500034
o260080050151	02600800500036
o260080050152	02600800500038
o260080050161	02600800500040
o260080050162	02600800500042
o260080050171	02600800500044
o260080050172	02600800500046
o260080050181	02600800500048
o260080050191	02600800500050
o260080050192	02600800500052
o260080050201	02600800500054
o260080050202	02600800500056
o260080050211	02600800500058
o260080050212	02600800500062
o260080060011	02600800600002
o260080060012	02600800600004
o260080060021 o260080060022	02600800600006
o260080060031	02600800600008
o260080060041	02600800600010
o260080060051	02600800600012
o260080060052	02600800600014
o260080060061	02600800600016
o260080060081	02600800600022
o260080060091	02600800600024
o260080060101	02600800600026
o260080060111	02600800600028
o260080060121	02600800600030
o260080060131	02600800600032
o260080060141	02600800600034
o260080060151	02600800600036
o260080060161	02600800600038
o260080060171	02600800600040
o260080060181	02600800600042
o260080060182	02600800600044
o260080060191	02600800600046
o260080060192	02600800600048
o260080060201 o260080060202	02600800600050
o260080060211	02600800600052
o260080060212	02600800600054
o260080060221	02600800600056
o260080060231	02600800600058
o260080060241	02600800600060
o260080060251	02600800600062
o260080070011	02600800700002
o260080070012	02600800700004
o260080070021 o260080070022	02600800700006
o260080070031	02600800700008
o260080070041	02600800700010
o260080070051	02600800700012
o260080070052	02600800700014
o260080070061	02600800700016
o260080070062	02600800700018
o260080070071	02600800700020
o260080070072	02600800700022
o260080070081	02600800700024
o260080070091	02600800700026
o260080070101	02600800700028
o260080070102	02600800700032
o260080080011	02600800800002
o260080080012	02600800800004
o260080080021 o260080080022	02600800800006
o260080080031	02600800800008
o260080080041	02600800800010
o260080080051	02600800800012
o260080080061	02600800800014
o260080080071	02600800800016
o260080080072	02600800800020
o260080080081	02600800800022
o260080080082	02600800800024
o260080080091	02600800800026
o260080080092	02600800800030
o260080080101	02600800800032
o260080080102	02600800800034
o260080080111	02600800800036
o260080080121	02600800800038
o260080090011	02600800900002
o260080090012	02600800900004
o260080090021 o260080090022	02600800900006
o260080090031	02600800900008
o260080090041	02600800900010
o260080090042	02600800900012
o260080090051	02600800900014
o260080090061	02600800900016
o260080090062	02600800900018
o260080090071	02600800900020
o260080090072	02600800900022
o260080090081	02600800900024
o260080090091	02600800900026
o260080090101	02600800900028
o260080090111	02600800900030
o260080100011	02600801000002
o260080100012	02600801000004
o260080100021	02600801000006
o260080100022	02600801000008
o260080100031	02600801000010
o260080100032	02600801000012
o260080100041	02600801000014
o260080100051	02600801000016
o260080100061	02600801000018
o260080100071	02600801000020
o260080100072	02600801000022
o260080100081	02600801000024
o260080100091	02600801000026
o260080100092	02600801000028
o260080100101	02600801000030
o260080100111	02600801000032
o260080100121	02600801000034
o260080100131	02600801000036
o260080100141	02600801000038
o260080100151	02600801000040
o260080100152	02600801000042
o260080100161	02600801000044
o260080100171	02600801000046
o260080110011	02600801100002
o260080110012	02600801100004
o260080110021	02600801100006
o260080110031	02600801100008
o260080110032	02600801100010
o260080110041	02600801100012
o260080110051	02600801100014
o260080110061	02600801100016
o260080110062	02600801100018
o260080110071	02600801100020
o260080110081	02600801100022
o260080110091	02600801100024
o260080110101	02600801100026
o260080110102 o260080110103	02600801100028
o260080110111	02600801100030
o260080110121	02600801100032
o260080110122 o260080110123	02600801100034
o260080110131	02600801100036
o260080110132	02600801100038
o260080110141 o260080110142	02600801100040
o260080110151	02600801100042
o260080110152 o260080110153	02600801100044
o260080110161	02600801100046
o260080110162	02600801100048
o260080110171	02600801100050
o260080110181	02600801100052
o260080110182	02600801100054
o260080110191	02600801100056
o260080120011	02600801200002
o260080120012	02600801200004
o260080120021 o260080120022	02600801200006
o260080120031	02600801200008
o260080120032	02600801200010
o260080120041	02600801200012
o260080120051	02600801200014
o260080120061	02600801200016
o260080120071	02600801200018
o260080120081	02600801200020
o260080120091	02600801200022
o260080120101	02600801200024
o260080120111	02600801200026
o260080120112	02600801200030
o260080120121	02600801200032
o260080120131	02600801200034
o260080120132	02600801200036
o260080120141 o260080120142	02600801200038
o260080120151	02600801200040
o260080120161	02600801200042
o260080120171	02600801200044
o260080120181	02600801200046
o260080120191	02600801200048
o260080120201 o260080120202	02600801200050
o260080120211	02600801200052
o260080120221	02600801200054
o260080120231	02600801200056
o260080120241	02600801200058
o260080120242	02600801200060
o260080130011	02600801300002
o260080130012	02600801300004
o260080130021 o260080130022	02600801300006
o260080130031	02600801300008
o260080130041	02600801300010
o260080130051	02600801300012
o260080130061	02600801300014
o260080130071	02600801300016
o260080130081	02600801300018
o260080130091	02600801300020
o260080130101	02600801300022
o260080140011	02600801400002
o260080140012	02600801400004
o260080140021 o260080140022	02600801400006
o260080140031	02600801400008
o260080140041	02600801400010
o260080140051	02600801400012
o260080140061	02600801400014
o260080140071	02600801400016
o260080140081	02600801400018
o260080140091	02600801400020
o260080140101	02600801400022
o260080140102 o260080140103	02600801400024
o260080140111	02600801400026
o260080140112	02600801400028
o260080140121	02600801400030
o260080140131	02600801400032
o260080140132	02600801400034
o260080140141	02600801400036
o260080140151	02600801400038
o260080140161	02600801400040
o260080140171	02600801400042
o260080140172	02600801400044
o260080150011	02600801500002
o260080150012	02600801500004
o260080150021 o260080150022	02600801500006
o260080150031	02600801500008
o260080150032	02600801500010
o260080150041	02600801500012
o260080150051	02600801500014
o260080150061	02600801500016
o260080150071	02600801500018
o260080150081	02600801500020
o260080150091	02600801500022
o260080150101	02600801500024
o260080150111	02600801500026
o260080150112	02600801500028
o260080160011	02600801600002
o260080160012	02600801600004
o260080160021 o260080160022	02600801600006
o260080160031	02600801600008
o260080160041	02600801600010
o260080160051	02600801600012
o260080160061	02600801600014
o260080160071	02600801600016
o260080160072	02600801600018
o260080160081	02600801600020
o260080160082	02600801600022
o260080160091	02600801600024
o260080160101	02600801600026
o260080160111	02600801600028
o260080160121	02600801600030
o260080160131	02600801600032
o260080160132	02600801600034
o260080160141	02600801600036
o260080160142	02600801600038
o260080160151	02600801600040
o260080160152	02600801600042
o260080160161	02600801600044
o260080160162	02600801600046
o260080160171	02600801600048
o260080160172	02600801600050
o260080160181	02600801600052
o260080160191 o260080160192	02600801600054
o260080160201	02600801600056
o260080160211	02600801600058
o260080160221	02600801600060
o260080160231	02600801600062
o260080160232 o260080160233	02600801600064
o260080160241 o260080160242	02600801600066
o260080160251	02600801600068
o260080160252	02600801600070
o260080160261	02600801600072
o260080160271 o260080160272	02600801600074
o260080160281	02600801600076
o260080160282	02600801600080
o260080170011	02600801700002
o260080170012	02600801700004
o260080170021 o260080170022	02600801700006
o260080170031	02600801700008
o260080170032	02600801700010
o260080170041	02600801700012
o260080170051	02600801700014
o260080170061	02600801700016
o260080170062	02600801700018
o260080170071	02600801700020
o260080170072	02600801700022
o260080170081	02600801700024
o260080170091	02600801700026
o260080170092	02600801700028
o260080170101	02600801700030
o260080170111	02600801700032
o260080170112	02600801700034
o260080170121	02600801700036
o260080170131	02600801700038
o260080170141	02600801700040
o260080170151	02600801700042
o260080170161	02600801700044
o260080170171	02600801700046
o260080170181	02600801700048
o260080170182	02600801700050
o260080170191	02600801700052
o260080170201	02600801700054
o260080170202	02600801700056
o260080170211	02600801700058
o260080170212 o260080170213	02600801700060
o260080170221	02600801700062
o260080170222 o260080170223	02600801700064
o260080170231	02600801700066
o260080170241	02600801700068
o260080170251	02600801700070
o260080170252	02600801700072
o260080170261	02600801700074
o260080170271 o260080170272	02600801700076
o260080180011	02600801800002
o260080180012	02600801800004
o260080180021	02600801800006
o260080180031	02600801800008
o260080180041	02600801800010
o260080180042	02600801800012
o260080180051	02600801800014
o260080180061	02600801800016
o260080180071 o260080180072	02600801800018
o260080180081	02600801800020
o260080180082	02600801800022
o260080180091	02600801800024
o260080180101	02600801800026
o260080180102	02600801800028
o260080180111	02600801800030
o260080180112 o260080180113	02600801800032
o260080180121	02600801800034
o260080180131	02600801800036
o260080180141	02600801800038
o260080180142	02600801800040
o260080180151	02600801800042
o260080180161 o260080180162	02600801800044
o260090010011	02600900100002
o260090010012	02600900100004
o260090010021	02600900100006
o260090010022 o260090010023	02600900100008
o260090010031	02600900100010
o260090010041	02600900100012
o260090010051	02600900100014
o260090010052	02600900100016
o260090010061	02600900100018
o260090010071	02600900100020
o260090010081	02600900100022
o260090010082	02600900100024
o260090010091	02600900100026
o260090010092	02600900100028
o260090010101	02600900100030
o260090010111 o260090010112	02600900100032
o260090010121	02600900100034
o260090010122 o260090010123	02600900100036
o260090020011	02600900200002
o260090020012	02600900200004
o260090020021	02600900200006
o260090020031	02600900200008
o260090020041	02600900200010
o260090020051	02600900200012
o260090020052	02600900200014
o260090020061	02600900200016
o260090020071	02600900200018
o260090020072	02600900200020
o260090020081	02600900200022
o260090020091	02600900200024
o260090020101 o260090020102	02600900200026
o260090020111	02600900200028
o260090020112	02600900200030
o260090020121	02600900200032
o260090020131 o260090020132	02600900200034
o260090020141	02600900200036
o260090020142 o260090020143	02600900200038
o260090020151	02600900200040
o260090020152	02600900200042
o260090020161	02600900200044
o260090020171	02600900200046
o260090020172 o260090020173	02600900200048
o260090020181	02600900200050
o260090020191	02600900200052
o260090020201	02600900200054
o260090020202	02600900200056
o260090020211	02600900200058
o260090020212	02600900200060
o260090020221	02600900200062
o260090020222 o260090020223	02600900200064
o260090020231	02600900200066
o260090020232	02600900200068
o260090020241	02600900200070
o260090020242	02600900200072
o260090020251	02600900200074
o260090020261	02600900200076
o260090020271	02600900200078
o260090020272	02600900200080
o260090030011	02600900300002
o260090030012	02600900300004
o260090030021	02600900300006
o260090030031	02600900300008
o260090030041	02600900300010
o260090030051	02600900300012
o260090030052	02600900300014
o260090030061	02600900300016
o260090030062	02600900300018
o260090030071	02600900300020
o260090030081	02600900300022
o260090030091 o260090030092	02600900300024
o260090030101	02600900300026
o260090030111	02600900300028
o260090030121	02600900300030
o260090030122	02600900300032
o260090030131	02600900300034
o260090030132	02600900300036
o260090030141	02600900300038
o260090030151	02600900300040
o260090030152	02600900300042
o260090030161	02600900300044
o260090030162	02600900300046
o260090030171	02600900300048
o260090030172	02600900300050
o260090030181	02600900300052
o260090030191	02600900300054
o260090030201	02600900300056
o260090030202	02600900300058
o260090030211	02600900300060
o260090030212 o260090030213	02600900300062
o260090040011	02600900400002
o260090040012	02600900400004
o260090040021	02600900400006
o260090040041 o260090040042	02600900400010
o260090040051	02600900400012
o260090040061	02600900400014
o260090040062	02600900400016
o260090040071	02600900400018
o260090040072	02600900400020
o260090040081	02600900400022
o260090040082	02600900400024
o260090040091	02600900400026
o260090040101	02600900400028
o260090040102	02600900400030
o260090040111	02600900400032
o260090040121	02600900400034
o260090040131	02600900400036
o260090040141	02600900400038
o260090040142	02600900400040
o260090040151	02600900400042
o260090040152	02600900400044
o260090040161	02600900400046
o260090040162	02600900400048
o260090040163	02600900400050
o260090040171	02600900400052
o260090040181	02600900400054
o260090040191	02600900400056
o260090040192	02600900400058
o260090040201	02600900400060
o260090040202	02600900400062
o260090040211	02600900400064
o260090040212 o260090040213	02600900400066
o260090050011	02600900500002
o260090050012	02600900500004
o260090050013	02600900500006
o260090050021	02600900500008
o260090050031	02600900500010
o260090050032 o260090050033	02600900500012
o260090050041	02600900500014
o260090050051	02600900500016
o260090050052	02600900500020
o260090050061 o260090050062	02600900500022
o260090050071	02600900500024
o260090050072	02600900500026
o260090050091	02600900500030
o260090050101	02600900500032
o260090050121 o260090050122	02600900500036
o260090050131	02600900500038
o260090050132	02600900500040
o260090050141	02600900500042
o260090060011	02600900600002
o260090060021	02600900600004
o260090060031	02600900600006
o260090060032	02600900600008
o260090060041	02600900600010
o260090060042	02600900600012
o260090060051	02600900600014
o260090060052	02600900600016
o260090060061	02600900600018
o260090060071	02600900600020
o260090060072	02600900600022
o260090060081	02600900600024
o260090060082	02600900600026
o260090060091	02600900600028
o260090060101	02600900600030
o260090060111	02600900600032
o260090060121 o260090060122	02600900600034
o260090060131	02600900600036
o260090060132	02600900600038
o260090060141	02600900600040
o260090060151	02600900600042
o260090060161	02600900600044
o260090060162	02600900600046
o260090060163 o260090060164	02600900600048
o260090060171	02600900600050
o260090060181	02600900600052
o260090060182	02600900600054
o260090060191	02600900600056
o260090060192	02600900600060
o260090060201	02600900600062
o260090060202	02600900600064
o260090060211	02600900600066
o260090060221	02600900600068
o260090060222	02600900600070
o260090060231	02600900600072
o260090060232	02600900600074
o260090070011	02600900700002
o260090070012	02600900700004
o260090070021 o260090070022	02600900700006
o260090070031	02600900700008
o260090070041	02600900700010
o260090070051	02600900700012
o260090070052	02600900700014
o260090070061	02600900700016
o260090070062	02600900700018
o260090070071	02600900700020
o260090070081	02600900700022
o260090070082	02600900700024
o260090070091	02600900700026
o260090070101	02600900700028
o260090070111	02600900700030
o260090070112	02600900700032
o260090070121	02600900700034
o260090070122	02600900700036
o260090070131	02600900700038
o260090070132	02600900700042
o260090080011	02600900800002
o260090080012	02600900800004
o260090080021	02600900800006
o260090080022 o260090080023	02600900800008
o260090080031	02600900800010
o260090080032	02600900800012
o260090080041	02600900800014
o260090080051	02600900800016
o260090080052 o260090080053	02600900800018
o260090080061	02600900800020
o260090080071 o260090080072	02600900800022
o260090080081	02600900800024
o260090080082	02600900800026
o260090080091	02600900800028
o260090080092	02600900800030
o260090080101	02600900800032
o260090080111 o260090080112	02600900800034
o260090080121	02600900800036
o260090080131	02600900800038
o260090080132	02600900800040
o260090080141	02600900800042
o260090080151	02600900800044
o260090080161	02600900800046
o260090080171	02600900800048
o260090080181	02600900800050
o260090080191	02600900800052
o260090080192 o260090080193	02600900800054
o260090080201	02600900800056
o260090080211 o260090080212	02600900800058
o260090080221	02600900800060
o260090080231	02600900800062
o260090090011	02600900900002
o260090090012	02600900900004
o260090090021 o260090090022	02600900900006
o260090090031	02600900900008
o260090090041	02600900900010
o260090090051	02600900900012
o260090090061	02600900900014
o260090090062	02600900900016
o260090090071	02600900900018
o260090090081	02600900900020
o260090090082	02600900900022
o260090090091	02600900900024
o260090090101	02600900900026
o260090090102	02600900900028
o260090090111	02600900900030
o260090090112	02600900900032
o260090090121	02600900900034
o260090090131	02600900900036
o260090090132	02600900900038
o260090090133	02600900900040
o260090090141	02600900900042
o260090090151	02600900900044
o260090090161	02600900900046
o260090090171	02600900900048
o260090090181	02600900900050
o260090090191	02600900900052
o260090090201	02600900900054
o260090090211	02600900900056
o260090090212	02600900900058
o260090090221	02600900900060
o260090090222	02600900900062
o260090090231	02600900900064
o260090090241	02600900900066
o260090100011	02600901000002
o260090100012	02600901000004
o260090100021	02600901000006
o260090100031	02600901000008
o260090100041	02600901000010
o260090100051 o260090100052	02600901000012
o260090100061	02600901000014
o260090100062	02600901000016
o260090100071	02600901000018
o260090100081 o260090100082	02600901000020
o260090100091	02600901000022
o260090100092 o260090100093	02600901000024
o260090100101	02600901000026
o260090110011	02600901100002
o260090110012	02600901100004
o260090110021	02600901100006
o260090110022	02600901100008
o260090110031	02600901100010
o260090110041	02600901100012
o260090110042	02600901100014
o260090110051	02600901100016
o260090110061	02600901100018
o260090110062	02600901100020
o260090110071	02600901100022
o260090110072 o260090110073	02600901100024
o260090110081	02600901100026
o260090110091	02600901100028
o260090110101	02600901100030
o260090110102	02600901100032
o260090110111	02600901100034
o260090110131	02600901100042
o260090110132	02600901100044
o260090110141	02600901100046
o260090110151 o260090110152	02600901100048
o260100010011	02601000100002
o260100010012	02601000100004
o260100010021	02601000100006
o260100010022	02601000100008
o260100010031	02601000100010
o260100010041	02601000100012
o260100010042	02601000100014
o260100010051	02601000100016
o260100010061	02601000100018
o260100010071	02601000100020
o260100010081	02601000100022
o260100010082	02601000100024
o260100010091	02601000100026
o260100010092	02601000100028
o260100010101	02601000100030
o260100010111	02601000100032
o260100010112	02601000100034
o260100010121	02601000100036
o260100010131	02601000100038
o260100010141	02601000100040
o260100010151 o260100010152	02601000100042
o260100020011	02601000200002
o260100020012	02601000200004
o260100020021	02601000200006
o260100020031	02601000200008
o260100020032	02601000200010
o260100020041	02601000200012
o260100020051	02601000200014
o260100020052	02601000200016
o260100020061	02601000200018
o260100020062	02601000200020
o260100020071	02601000200022
o260100020081	02601000200024
o260100020091	02601000200026
o260100020101	02601000200028
o260100020102	02601000200032
o260100020111	02601000200034
o260100020121	02601000200036
o260100020131	02601000200038
o260100020132	02601000200042
o260100020141	02601000200044
o260100020142	02601000200046
o260100020151 o260100020152	02601000200048
o260100020161	02601000200050
o260100020171	02601000200052
o260100020181	02601000200054
o260100020182	02601000200056
o260100020191	02601000200058
o260100020192	02601000200062
o260100020201	02601000200064
o260100020202	02601000200066
o260100020211	02601000200068
o260100020221	02601000200070
o260100020222	02601000200072
o260100020231	02601000200074
o260100020232	02601000200076
o260100020241	02601000200078
o260100020242 o260100020243	02601000200080
o260100030011	02601000300002
o260100030012	02601000300004
o260100030013	02601000300006
o260100030021	02601000300008
o260100030031	02601000300010
o260100030032	02601000300012
o260100030041	02601000300014
o260100030042	02601000300018
o260100030051	02601000300020
o260100030052 o260100030053	02601000300022
o260100030061	02601000300024
o260100030062	02601000300026
o260100030071	02601000300028
o260100030072	02601000300030
o260100030073	02601000300032
o260100030081	02601000300034
o260100030091	02601000300036
o260100030101	02601000300038
o260100030102	02601000300040
o260100030111	02601000300042
o260100030112	02601000300044
o260100040011	02601000400002
o260100040012	02601000400004
o260100040021	02601000400006
o260100040031	02601000400008
o260100040041	02601000400010
o260100040042	02601000400012
o260100040051	02601000400014
o260100040052	02601000400016
o260100040061	02601000400018
o260100040071	02601000400020
o260100040081	02601000400022
o260100040082	02601000400024
o260100040091	02601000400026
o260100040092	02601000400028
o260100040101	02601000400030
o260100040102	02601000400032
o260100040111	02601000400034
o260100040121	02601000400036
o260100040122	02601000400038
o260100040131	02601000400040
o260100040132	02601000400042
o260100040133	02601000400044
o260100040141	02601000400046
o260100040151	02601000400048
o260100040161	02601000400050
o260100040171	02601000400052
o260100040181	02601000400054
o260100050011	02601000500002
o260100050012	02601000500004
o260100050021	02601000500006
o260100050031	02601000500008
o260100050032	02601000500010
o260100050041	02601000500012
o260100050051	02601000500014
o260100050061	02601000500016
o260100050062	02601000500018
o260100050071	02601000500020
o260100050072	02601000500022
o260100050081	02601000500024
o260100050082	02601000500026
o260100050091	02601000500028
o260100050101	02601000500030
o260100050111	02601000500032
o260100050112 o260100050113	02601000500034
o260100060011	02601000600002
o260100060012	02601000600004
o260100060021	02601000600006
o260100060022 o260100060023	02601000600008
o260100060031	02601000600010
o260100060041	02601000600012
o260100060042	02601000600014
o260100060051	02601000600016
o260100060061	02601000600018
o260100060062	02601000600020
o260100060071	02601000600022
o260100060072	02601000600024
o260100060081	02601000600026
o260100060091	02601000600028
o260100060101	02601000600030
o260100060102	02601000600032
o260100060111	02601000600034
o260100060112	02601000600038
o260100060121	02601000600040
o260100060122	02601000600042
o260100060131	02601000600044
o260100060132	02601000600048
o260100060141	02601000600050
o260100060142	02601000600052
o260100060151	02601000600054
o260100060152	02601000600056
o260100060161	02601000600058
o260100060171	02601000600060
o260100060172	02601000600062
o260100070011	02601000700002
o260100070012	02601000700004
o260100070021	02601000700006
o260100070022	02601000700008
o260100070031	02601000700010
o260100070041 o260100070042	02601000700012
o260100070051	02601000700014
o260100070052	02601000700016
o260100070061	02601000700018
o260100070062	02601000700022
o260100070071	02601000700024
o260100070081	02601000700026
o260100070082	02601000700028
o260100070091	02601000700030
o260100070101	02601000700032
o260100070111	02601000700034
o260100070112	02601000700036
o260100070121	02601000700038
o260100070122	02601000700040
o260100070131	02601000700042
o260100070132	02601000700044
o260100070141	02601000700046
o260100070151	02601000700048
o260100070161	02601000700050
o260100070171	02601000700052
o260100070172	02601000700054
o260100070181	02601000700056
o260100070182	02601000700058
o260100070191	02601000700060
o260100070192	02601000700062
o260100080011	02601000800002
o260100080012	02601000800004
o260100080021	02601000800006
o260100080022	02601000800010
o260100080031	02601000800012
o260100080041	02601000800014
o260100080051	02601000800016
o260100080061	02601000800018
o260100080071 o260100080072	02601000800020
o260100090011	02601000900002
o260100090012	02601000900004
o260100090021	02601000900006
o260100090022	02601000900008
o260100090031	02601000900010
o260100090041	02601000900012
o260100090051	02601000900014
o260100090061	02601000900016
o260100090062	02601000900018
o260100090071	02601000900020
o260100090081	02601000900022
o260100090091	02601000900024
o260100090101	02601000900026
o260100090102	02601000900028
o260100090111	02601000900030
o260100090121	02601000900032
o260100090122	02601000900034
o260100090131	02601000900036
o260100090141	02601000900038
o260100090151	02601000900040
o260100090152	02601000900042
o260100090161	02601000900044
o260100090171	02601000900046
o260100090172	02601000900048
o260100090181	02601000900050
o260100090182	02601000900052
o260100090191	02601000900054
o260100090192	02601000900056
o260100090201	02601000900058
o260100090211	02601000900060
o260100100011	02601001000002
o260100100012 o260100100013	02601001000004
o260100100021	02601001000006
o260100100031	02601001000008
o260100100041	02601001000010
o260100100042 o260100100043	02601001000012
o260100100051	02601001000014
o260100100052	02601001000016
o260100100061	02601001000018
o260100100071	02601001000020
o260100100072	02601001000022
o260100100081	02601001000024
o260100100082	02601001000026
o260100100091	02601001000028
o260100100092	02601001000030
o260100110011	02601001100002
o260100110012 o260100110013	02601001100004
o260100110021	02601001100006
o260100110031	02601001100008
o260100110041 o260100110042	02601001100010
o260100110051	02601001100012
o260100110061	02601001100014
o260100110071	02601001100016
o260100110081	02601001100018
o260100110082 o260100110083	02601001100020
o260100110091	02601001100022
o260100110101	02601001100024
o260100110102	02601001100026
o260100110111	02601001100028
o260100110121	02601001100030
o260100110131	02601001100032
o260100110132	02601001100034
o260100110141 o260100110142	02601001100036
o260100110151	02601001100038
o260100110161	02601001100040
o260100110171	02601001100042
o260100110181	02601001100044
o260100110182 o260100110183	02601001100046
o260100120011	02601001200002
o260100120012	02601001200004
o260100120021 o260100120022	02601001200006
o260100120031	02601001200008
o260100120032 o260100120033	02601001200010
o260100120041	02601001200012
o260100120042 o260100120043	02601001200014
o260100120051	02601001200016
o260100120052 o260100120053	02601001200018
o260100120061	02601001200020
o260100120062	02601001200022
o260100120063	02601001200024
o260100120071	02601001200026
o260100120081	02601001200028
o260100120091	02601001200030
o260100120101	02601001200032
o260100120102 o260100120103	02601001200034
o260100120111 o260100120112	02601001200036
o260100130011	02601001300002
o260100130012	02601001300006
o260100130021 o260100130022	02601001300008
o260100130031	02601001300010
o260100130041	02601001300012
o260100130042	02601001300014
o260100130051	02601001300016
o260100130052 o260100130053	02601001300018
o260100140011	02601001400002
o260100140012	02601001400004
o260100140021	02601001400006
o260100140031	02601001400008
o260100140032	02601001400010
o260100140041	02601001400012
o260100140051	02601001400014
o260100140052	02601001400016
o260100140061	02601001400018
o260100140071	02601001400020
o260100140072	02601001400022
o260100140081	02601001400024
o260100140082	02601001400026
o260100140091	02601001400028
o260100140092	02601001400030
o260100140101	02601001400032
o260100140111	02601001400034
o260100140121	02601001400036
o260100140122	02601001400038
o260100140123	02601001400040
o260100140131	02601001400042
o260100140141	02601001400044
o260100140151	02601001400046
o260100140152	02601001400048
o260100140153	02601001400050
o260100140161	02601001400052
o260100140171	02601001400054
o260100150011	02601001500002
o260100150012	02601001500004
o260100150021	02601001500006
o260100150022	02601001500008
o260100150031	02601001500010
o260100150041	02601001500012
o260100150042	02601001500014
o260100150051	02601001500016
o260100150061	02601001500018
o260100150071	02601001500020
o260100150072	02601001500022
o260100150081	02601001500024
o260100160011	02601001600002
o260100160012	02601001600004
o260100160013	02601001600006
o260100160021	02601001600008
o260100160022	02601001600010
o260100160031	02601001600012
o260100160041	02601001600014
o260100160042	02601001600016
o260100160051 o260100160052	02601001600018
o260100160061	02601001600020
o260100160062	02601001600022
o260100160063	02601001600024
o260100160071	02601001600026
o260100160072	02601001600028
o260100160081	02601001600030
o260100160091 o260100160092	02601001600032
o260100160101	02601001600034
o260100160102	02601001600036
o260100160111	02601001600038
o260100160112	02601001600040
o260100160121	02601001600042
o260100160122	02601001600044
o260100160131	02601001600046
o260100160141	02601001600048
o260100160151	02601001600050
o260100160152	02601001600052
o260100160161	02601001600054
o260100160171	02601001600056
o260100160181	02601001600058
o260100160182 o260100160183	02601001600060
o260100170011	02601001700002
o260100170012 o260100170013	02601001700004
o260100170021	02601001700006
o260100170031	02601001700008
o260100170032	02601001700010
o260100170033 o260100170034	02601001700012
o260100170041	02601001700014
o260100170051 o260100170052	02601001700016
o260100170061	02601001700018
o260100170071	02601001700020
o260100170081	02601001700022
o260100170082	02601001700024
o260100170091 o260100170092	02601001700026
o260100180011	02601001800002
o260100180012	02601001800004
o260100180021	02601001800006
o260100180031	02601001800008
o260100180041	02601001800010
o260100180042	02601001800012
o260100180051	02601001800014
o260100180061	02601001800016
o260100180062	02601001800018
o260100180071	02601001800020
o260100180072	02601001800022
o260100180081	02601001800024
o260100180091	02601001800026
o260100180092	02601001800028
o260100190011	02601001900002
o260100190012	02601001900004
o260100190021	02601001900006
o260100190022	02601001900008
o260100190031	02601001900010
o260100190041 o260100190042	02601001900012
o260100190051	02601001900014
o260100190052	02601001900016
o260100190061	02601001900018
o260100190071	02601001900020
o260100190072	02601001900022
o260100190081	02601001900024
o260100190082 o260100190083	02601001900026
o260100190091	02601001900028
o260100190092 o260100190093	02601001900030
o260100190101	02601001900032
o260100190102	02601001900034
o260100190103	02601001900036
o260100190111	02601001900038
o260100190112 o260100190113	02601001900040
o260100190121	02601001900042
o260100190122	02601001900044
o260100190131	02601001900046
o260100190141	02601001900048
o260100190151	02601001900050
o260100190161	02601001900052
o260100190171	02601001900054
