MACULA_IDs	MARBLE_IDs
o140110040211	01401100400054
o140110040221	01401100400056
o140110040222	01401100400058
o140110040231	01401100400060
o140110040232	01401100400062
o140110040241	01401100400064
o140110040251	01401100400066
o140110050011	01401100500002
o140110050012	01401100500004
o140110050021	01401100500006
o140110050031	01401100500008
o140110050032	01401100500010
o140110050041	01401100500012
o140110050042	01401100500014
o140110050051	01401100500016
o140110050061	01401100500018
o140110050062	01401100500020
o140110050071	01401100500022
o140110050072	01401100500024
o140110060011	01401100600002
o140110060012	01401100600004
o140110060021	01401100600006
o140110060031 o140110060041	01401100600008
o140110060051	01401100600010
o140110060052	01401100600012
o140110060061	01401100600014
o140110060071	01401100600016
o140110060072	01401100600018
o140110060081	01401100600020
o140110070011	01401100700002
o140110070012	01401100700004
o140110070021 o140110070031	01401100700006
o140110070041	01401100700008
o140110070042	01401100700010
o140110070051	01401100700012
o140110070061	01401100700014
o140110070062	01401100700016
o140110070071	01401100700018
o140110080011	01401100800002
o140110080012	01401100800004
o140110080021	01401100800006
o140110080031	01401100800008
o140110080032	01401100800010
o140110080041	01401100800012
o140110080051	01401100800014
o140110080052	01401100800016
o140110080061	01401100800018
o140110090011	01401100900002
o140110090012	01401100900004
o140110090021	01401100900006
o140110090031	01401100900008
o140110090032	01401100900010
o140110090041	01401100900012
o140110090051	01401100900014
o140110090052	01401100900016
o140110090061	01401100900018
o140110100011	01401101000002
o140110100012	01401101000004
o140110100021	01401101000006
o140110100031	01401101000008
o140110100032	01401101000010
o140110100041	01401101000012
o140110100051	01401101000014
o140110100052	01401101000016
o140110100061	01401101000018
o140110100071	01401101000020
o140110100081	01401101000022
o140110100082	01401101000024
o140110100091	01401101000026
o140110100092	01401101000028
o140110100093	01401101000030
o140110100101	01401101000032
o140110100111	01401101000034
o140110110011	01401101100002
o140110110012	01401101100004
o140110110021	01401101100006
o140110110031	01401101100008
o140110110032	01401101100010
o140110110041	01401101100012
o140110110042	01401101100014
o140110110051 o140110110052	01401101100016
o140110110061	01401101100018
o140110110071	01401101100020
o140110110072	01401101100022
o140110110081	01401101100024
o140110110091	01401101100026
o140110110092	01401101100028
o140110110101	01401101100030
o140110110102	01401101100032
o140110120011	01401101200002
o140110120012	01401101200004
o140110120013	01401101200006
o140110120021	01401101200008
o140110120031	01401101200010
o140110120032	01401101200012
o140110120041	01401101200014
o140110120051	01401101200016
o140110120052	01401101200018
o140110120061	01401101200020
o140110120062 o140110120063	01401101200022
o140110120071	01401101200024
o140110120072	01401101200026
o140110120081	01401101200028
o140110120091	01401101200030
o140110120092	01401101200032
o140110120101 o140110120102	01401101200034
o140110120111	01401101200036
o140110120121	01401101200038
o140110120122	01401101200040
o140110130011	01401101300002
o140110130012	01401101300004
o140110130013	01401101300006
o140110130021	01401101300008
o140110130022	01401101300010
o140110130023	01401101300012
o140110130031	01401101300014
o140110130041	01401101300016
o140110130042	01401101300018
o140110130051	01401101300020
o140110130061	01401101300022
o140110130071 o140110130072	01401101300024
o140110130081	01401101300026
o140110130082	01401101300028
o140110130091 o140110130092	01401101300030
o140110140011	01401101400002
o140110140021	01401101400004
o140110140031	01401101400006
o140110140032	01401101400008
o140110140041	01401101400010
o140110140051 o140110140052	01401101400012
o140110140061	01401101400014
o140110140062 o140110140063	01401101400016
o140110140071	01401101400018
o140110140072	01401101400020
o140110140081	01401101400022
o140110140082	01401101400024
o140110140091	01401101400026
o140110140092	01401101400028
o140110140093	01401101400030
o140110140101	01401101400032
o140110140111 o140110140112	01401101400034
o140110140121	01401101400036
o140110140131	01401101400038
o140110140132 o140110140133	01401101400040
o140110140141	01401101400042
o140110140142	01401101400044
o140110140151	01401101400046
o140110140152	01401101400048
o140110150011	01401101500002
o140110150012	01401101500004
o140110150021 o140110150022	01401101500006
o140110150031	01401101500008
o140110150041	01401101500010
o140110150042	01401101500014
o140110150051	01401101500016
o140110150052	01401101500018
o140110150053	01401101500022
o140110150061	01401101500024
o140110150062	01401101500026
o140110150063	01401101500030
o140110150071	01401101500032
o140110150081	01401101500034
o140110160011	01401101600002
o140110160012 o140110160013	01401101600004
o140110160021	01401101600006
o140110160022	01401101600008
o140110160031	01401101600010
o140110160041	01401101600012
o140110160051	01401101600014
o140110160052	01401101600016
o140110160061	01401101600018
o140110160071 o140110160072	01401101600020
o140110160081	01401101600022
o140110160082	01401101600024
o140110160091	01401101600026
o140110160101	01401101600028
o140110160111	01401101600030
o140110160121	01401101600032
o140110160131	01401101600034
o140110160141	01401101600036
o140110160151	01401101600038
o140110160152	01401101600040
o140110160161	01401101600042
o140110160162	01401101600044
o140110160171	01401101600046
o140110160181 o140110160182	01401101600048
o140110170011	01401101700002
o140110170012	01401101700004
o140110170021	01401101700006
o140110170031	01401101700008
o140110170041	01401101700010
o140110170051	01401101700012
o140110170052	01401101700014
o140110170061	01401101700016
o140110170071	01401101700018
o140110170081	01401101700020
o140110170091	01401101700022
o140110170101	01401101700024
o140110170102	01401101700026
o140110170111	01401101700028
o140110170121	01401101700030
o140110170131	01401101700032
o140110170141	01401101700034
o140110170142	01401101700036
o140110170151	01401101700038
o140110170161	01401101700040
o140110170162	01401101700042
o140110170171	01401101700044
o140110170172	01401101700046
o140110170181	01401101700048
o140110180011	01401101800002
o140110180012	01401101800004
o140110180021 o140110180022	01401101800006
o140110180031	01401101800008
o140110180041	01401101800010
o140110180051	01401101800012
o140110180061	01401101800014
o140110180081	01401101800018
o140110180091	01401101800020
o140110180101	01401101800022
o140110180111	01401101800024
o140110180121	01401101800026
o140110180131	01401101800028
o140110180141	01401101800030
o140110180151	01401101800032
o140110180161	01401101800034
o140110190011	01401101900002
o140110190012	01401101900004
o140110190021 o140110190022	01401101900006
o140110190031	01401101900008
o140110190041	01401101900010
o140110190051	01401101900012
o140110190061	01401101900014
o140110190062	01401101900016
o140110190071	01401101900018
o140110190081	01401101900020
o140110190082	01401101900022
o140110190091	01401101900024
o140110200011	01401102000002
o140110200012 o140110200013	01401102000004
o140110200021	01401102000006
o140110200031	01401102000008
o140110200041	01401102000010
o140110200051	01401102000012
o140110200061	01401102000014
o140110200071	01401102000016
o140110200072	01401102000018
o140110200081 o140110200082	01401102000020
o140110200091	01401102000022
o140110200101	01401102000024
o140110200111	01401102000026
o140110200112	01401102000028
o140110200121	01401102000030
o140110200131	01401102000032
o140110200132	01401102000034
o140110200141	01401102000036
o140110200151	01401102000038
o140110200152	01401102000040
o140110200161	01401102000042
o140110210011	01401102100002
o140110210012	01401102100004
o140110210021	01401102100006
o140110210031	01401102100008
o140110210041	01401102100010
o140110210051	01401102100012
o140110210061	01401102100014
o140110210071	01401102100016
o140110210072	01401102100018
o140110210081 o140110210082	01401102100020
o140110210091	01401102100022
o140110210092 o140110210093	01401102100024
o140110210101	01401102100026
o140110210111	01401102100028
o140110210121	01401102100030
o140110210131	01401102100032
o140110210141	01401102100034
o140110210151	01401102100036
o140110210152	01401102100038
o140110210161	01401102100040
o140110210171	01401102100042
o140110210172	01401102100044
o140110210181	01401102100046
o140110210191	01401102100048
o140110210192	01401102100050
o140110210201	01401102100052
o140110210211	01401102100054
o140110210212	01401102100056
o140110210221	01401102100058
o140110220011	01401102200002
o140110220012	01401102200004
o140110220021	01401102200006
o140110220022	01401102200010
o140110220031	01401102200012
o140110220041	01401102200014
o140110220051	01401102200016
o140110220061	01401102200018
o140110220071	01401102200020
o140110220081	01401102200022
o140110220082	01401102200024
o140110220091	01401102200026
o140110220092 o140110220093	01401102200028
o140110220101	01401102200030
o140110220111	01401102200032
o140110220112 o140110220113	01401102200034
o140110230011	01401102300002
o140110230012	01401102300004
o140110230021	01401102300006
o140110230022	01401102300008
o140110230031	01401102300010
o140110230032	01401102300012
o140110230041 o140110230042	01401102300014
o140110230051	01401102300016
o140110230052	01401102300018
o140110230061	01401102300020
o140110230071	01401102300022
o140110230081	01401102300024
o140110230082	01401102300026
o140110230091	01401102300028
o140110230092	01401102300030
o140110230101	01401102300032
o140110230111	01401102300034
o140110230112	01401102300036
o140110230121	01401102300038
o140110230122	01401102300040
o140110230131 o140110230132	01401102300042
o140110230141	01401102300044
o140110230142	01401102300046
o140110230151	01401102300048
o140110230152	01401102300050
o140110230161	01401102300052
o140110230162	01401102300054
o140110230171	01401102300056
o140110230181	01401102300058
o140120010011	01401200100002
o140120010012	01401200100004
o140120010021	01401200100006
o140120010022	01401200100008
o140120010031	01401200100010
o140120010041	01401200100012
o140120010051	01401200100014
o140120010052	01401200100016
o140120010053 o140120010054	01401200100018
o140120010061	01401200100020
o140120010071	01401200100022
o140120010081	01401200100024
o140120010091	01401200100026
o140120010101	01401200100028
o140120010102	01401200100030
o140120010111	01401200100032
o140120010121 o140120010122	01401200100034
o140120020011	01401200200002
o140120020012	01401200200004
o140120020021	01401200200006
o140120020022	01401200200010
o140120020031	01401200200012
o140120020032	01401200200014
o140120020041	01401200200016
o140120020042	01401200200020
o140120020051	01401200200022
o140120020061	01401200200024
o140120020071	01401200200026
o140120020081	01401200200028
o140120020091	01401200200030
o140120020101	01401200200032
o140120020111	01401200200034
o140120020121	01401200200036
o140120020131	01401200200038
o140120020141	01401200200040
o140120020142	01401200200042
o140120030011	01401200300002
o140120030012	01401200300004
o140120030021	01401200300006
o140120030022	01401200300008
o140120030031	01401200300010
o140120030041	01401200300012
o140120030042	01401200300014
o140120030043	01401200300016
o140120030051	01401200300018
o140120030061	01401200300020
o140120030071	01401200300022
o140120030072	01401200300024
o140120030081	01401200300026
o140120030091	01401200300028
o140120030092	01401200300032
o140120030101	01401200300034
o140120030111	01401200300036
o140120030121 o140120030122	01401200300038
o140120030131	01401200300040
o140120030132	01401200300042
o140120030141	01401200300044
o140120030151	01401200300046
o140120030161	01401200300048
o140120030162	01401200300050
o140120040011	01401200400002
o140120040012	01401200400004
o140120040021	01401200400006
o140120040031	01401200400008
o140120040041	01401200400010
o140120040042	01401200400012
o140120040051	01401200400014
o140120040061	01401200400016
o140120040062	01401200400018
o140120040071	01401200400020
o140120040072	01401200400022
o140120040081	01401200400024
o140120040091	01401200400026
o140120050011	01401200500002
o140120050012	01401200500004
o140120050021	01401200500006
o140120050022	01401200500008
o140120050031	01401200500010
o140120050041	01401200500012
o140120050051	01401200500014
o140120050061	01401200500016
o140120050062	01401200500018
o140120050071	01401200500020
o140120050081	01401200500022
o140120050091	01401200500024
o140120050101	01401200500026
o140120050111	01401200500028
o140120050121	01401200500030
o140120050122	01401200500032
o140120050131	01401200500034
o140120050141	01401200500036
o140120050142	01401200500038
o140120050151 o140120050152	01401200500040
o140120050161	01401200500042
o140120050171	01401200500044
o140120050181	01401200500046
o140120050191	01401200500048
o140120050201	01401200500050
o140120050211 o140120050212	01401200500052
o140120050221	01401200500054
o140120050222	01401200500056
o140120050231	01401200500058
o140120050241	01401200500060
o140120050251 o140120050252	01401200500062
o140120050261	01401200500064
o140120050262	01401200500066
o140120050271	01401200500068
o140120060011	01401200600002
o140120060012	01401200600004
o140120060021	01401200600006
o140120060031	01401200600008
o140120060041	01401200600010
o140120060042	01401200600012
o140120060043	01401200600014
o140120060051	01401200600016
o140120060052	01401200600018
o140120060061	01401200600020
o140120060071	01401200600022
o140120070011	01401200700002
o140120070012	01401200700004
o140120070013	01401200700006
o140120070021	01401200700008
o140120070031	01401200700010
o140120070041	01401200700012
o140120070051	01401200700014
o140120070061	01401200700016
o140120070071	01401200700018
o140120070081	01401200700020
o140120070091	01401200700022
o140120070101	01401200700024
o140120070102	01401200700026
o140120070111	01401200700028
o140120070121	01401200700030
o140120070131 o140120070132	01401200700032
o140120070141	01401200700034
o140120070142	01401200700036
o140120070151 o140120070152	01401200700038
o140120070161	01401200700040
o140120070162	01401200700042
o140120070171	01401200700044
o140120070172	01401200700046
o140120070181	01401200700048
o140120070182	01401200700050
o140120070191	01401200700052
o140120070201 o140120070202	01401200700054
o140120070211	01401200700056
o140120070212	01401200700058
o140120070221	01401200700060
o140120070222	01401200700062
o140120070231	01401200700064
o140120080011	01401200800002
o140120080021	01401200800004
o140120080031 o140120080032	01401200800006
o140120080041	01401200800008
o140120080042	01401200800010
o140120080051	01401200800012
o140120080052	01401200800014
o140120080061 o140120080062	01401200800016
o140120080071	01401200800018
o140120080072	01401200800020
o140120080081	01401200800022
o140120080091	01401200800024
o140120080092	01401200800026
o140120090011	01401200900002
o140120090012	01401200900004
o140120090021	01401200900006
o140120090031	01401200900008
o140120090041	01401200900010
o140120090051	01401200900012
o140120090061	01401200900014
o140120090071	01401200900016
o140120090072	01401200900018
o140120090081	01401200900020
o140120090091	01401200900022
o140120090101	01401200900024
o140120090111	01401200900026
o140120090121	01401200900028
o140120090122	01401200900030
o140120090131	01401200900032
o140120090141	01401200900034
o140120090151	01401200900036
o140120090152	01401200900038
o140120090161	01401200900040
o140120090171	01401200900042
o140120090172	01401200900044
o140120090181	01401200900046
o140120090191	01401200900048
o140120090192	01401200900050
o140120090201	01401200900052
o140120090211	01401200900054
o140120090221	01401200900056
o140120090222	01401200900058
o140120090231	01401200900060
o140120090241	01401200900062
o140120090251	01401200900064
o140120100011	01401201000002
o140120100012	01401201000004
o140120100021	01401201000006
o140120100022	01401201000008
o140120100031	01401201000010
o140120100041 o140120100042	01401201000012
o140120100051	01401201000014
o140120100061	01401201000016
o140120100071	01401201000018
o140120100072	01401201000020
o140120100081	01401201000022
o140120100091	01401201000024
o140120100101	01401201000026
o140120100111	01401201000028
o140120100112	01401201000030
o140120100121	01401201000032
o140120100122	01401201000034
o140120100131	01401201000036
o140120100141	01401201000038
o140120100151	01401201000040
o140120100152	01401201000042
o140120110011	01401201100002
o140120110012	01401201100004
o140120110021	01401201100006
o140120110022	01401201100008
o140120110031	01401201100010
o140120110041	01401201100012
o140120110042	01401201100014
o140120110051	01401201100016
o140120110061	01401201100018
o140120110071	01401201100020
o140120110081	01401201100022
o140120110082	01401201100024
o140120110091	01401201100026
o140120110092 o140120110093	01401201100028
o140120110101	01401201100030
o140120110102 o140120110103	01401201100032
o140120110111	01401201100034
o140120110121	01401201100036
o140120110131	01401201100038
o140120110132	01401201100040
o140120120011	01401201200002
o140120120012	01401201200004
o140120120013 o140120120014	01401201200006
o140120120021	01401201200008
o140120120031 o140120120032	01401201200010
o140120120041	01401201200012
o140120120051	01401201200014
o140120120061	01401201200016
o140120120062	01401201200018
o140120120071	01401201200020
o140120120072	01401201200022
o140120120081	01401201200024
o140120120082	01401201200026
o140120120091	01401201200028
o140120120092	01401201200030
o140120120101	01401201200032
o140120120102	01401201200034
o140120120111	01401201200036
o140120120121	01401201200038
o140120120131	01401201200040
o140120130011	01401201300002
o140120130012	01401201300004
o140120130021	01401201300006
o140120130022	01401201300008
o140120130031	01401201300010
o140120130041	01401201300012
o140120130042	01401201300014
o140120130051	01401201300016
o140120130052	01401201300018
o140120130061	01401201300020
o140120130071	01401201300022
o140120130081	01401201300024
o140120130091	01401201300026
o140120130092	01401201300028
o140120130101	01401201300030
o140120130111	01401201300032
o140120130121	01401201300034
o140120130122 o140120130123	01401201300036
o140120130131	01401201300038
o140120130132	01401201300040
o140120130141	01401201300042
o140120130151	01401201300044
o140120130161	01401201300046
o140120130171	01401201300048
o140120130172	01401201300050
o140120130181	01401201300052
o140120130182	01401201300054
o140120130191	01401201300056
o140120130201	01401201300058
o140120130211	01401201300060
o140120130221	01401201300062
o140120130222	01401201300064
o140120130231	01401201300066
o140120130241 o140120130242	01401201300068
o140120130251	01401201300070
o140120130261	01401201300072
o140120130262	01401201300074
o140120130271	01401201300076
o140120130281	01401201300078
o140120130291	01401201300080
o140120130292	01401201300082
o140120130301 o140120130302	01401201300084
o140120130311	01401201300086
o140120130321	01401201300088
o140120130322	01401201300090
o140120140011	01401201400002
o140120140012	01401201400004
o140120140021	01401201400006
o140120140022	01401201400008
o140120140031	01401201400010
o140120140041	01401201400012
o140120140051	01401201400014
o140120140061 o140120140062	01401201400016
o140120140071	01401201400018
o140120140072	01401201400020
o140120140081	01401201400022
o140120140091	01401201400024
o140120150011	01401201500002
o140120150012	01401201500004
o140120150021	01401201500006
o140120150031	01401201500008
o140120150032	01401201500010
o140120150041	01401201500012
o140120150042	01401201500014
o140120150043	01401201500016
o140120150051	01401201500018
o140120150052	01401201500020
o140120150061	01401201500022
o140120150071	01401201500024
o140120150081	01401201500026
o140120150082	01401201500028
o140120150091	01401201500030
o140120150101	01401201500032
o140120150102	01401201500034
o140120150111	01401201500036
o140120150112	01401201500038
o140120150121	01401201500040
o140120150122	01401201500042
o140120150131	01401201500044
o140120150132	01401201500046
o140120150141	01401201500048
o140120150142	01401201500050
o140120150151	01401201500052
o140120150161	01401201500054
o140120150162	01401201500056
o140120150171	01401201500058
o140120150181	01401201500060
o140120150182	01401201500062
o140120160011	01401201600002
o140120160012	01401201600004
o140120160021	01401201600006
o140120160031	01401201600008
o140120160041 o140120160042	01401201600010
o140120160051	01401201600012
o140120160052	01401201600014
o140120160061	01401201600016
o140120160062	01401201600018
o140120160071	01401201600020
o140120160081	01401201600022
o140120160082	01401201600024
o140120160091	01401201600026
o140120160101 o140120160102	01401201600028
o140120160111 o140120160112	01401201600030
o140130010011	01401300100002
o140130010012	01401300100004
o140130010021	01401300100006
o140130010031	01401300100008
o140130010041	01401300100010
o140130010042	01401300100014
o140130010051	01401300100016
o140130010061	01401300100018
o140130010062	01401300100020
o140130010071	01401300100022
o140130010081	01401300100024
o140130010091	01401300100026
o140130020011	01401300200002
o140130020021	01401300200004
o140130020031	01401300200006
o140130020041	01401300200008
o140130020042	01401300200010
o140130020051	01401300200012
o140130020052	01401300200014
o140130020061 o140130020062	01401300200016
o140130020071	01401300200018
o140130020081	01401300200020
o140130020091	01401300200022
o140130020101	01401300200024
o140130020111	01401300200026
o140130020121	01401300200028
o140130020122	01401300200030
o140130020131	01401300200032
o140130020141	01401300200034
o140130020151	01401300200036
o140130020161	01401300200038
o140130020162	01401300200040
o140130020171	01401300200042
o140130030011	01401300300002
o140130030012	01401300300004
o140130030021	01401300300006
o140130030031	01401300300008
o140130030041	01401300300010
o140130030042	01401300300012
o140130030051	01401300300014
o140130030052	01401300300016
o140130030061	01401300300018
o140130030071	01401300300020
o140130030081	01401300300022
o140130030091	01401300300024
o140130030101	01401300300026
o140130030111	01401300300028
o140130030121	01401300300030
o140130030131	01401300300032
o140130030132	01401300300034
o140130030141	01401300300036
o140130030151 o140130030152	01401300300038
o140130030161	01401300300040
o140130030171	01401300300042
o140130030172	01401300300044
o140130030181	01401300300046
o140130030191	01401300300048
o140130030201	01401300300050
o140130030211	01401300300052
o140130030221	01401300300054
o140130030231	01401300300056
o140130040011	01401300400002
o140130040012	01401300400004
o140130040021	01401300400006
o140130040031	01401300400008
o140130040032	01401300400010
o140130040041	01401300400012
o140130040042	01401300400014
o140130040051	01401300400016
o140130040061	01401300400018
o140130040071	01401300400020
o140130040072	01401300400022
o140130040081	01401300400024
o140130040091	01401300400026
o140130040092	01401300400028
o140130040101 o140130040102	01401300400030
o140130040111	01401300400032
o140130040121	01401300400034
o140130040122	01401300400036
o140130040131	01401300400038
o140130050011	01401300500002
o140130050012	01401300500004
o140130050021 o140130050022	01401300500006
o140130050031	01401300500008
o140130050032	01401300500010
o140130050041	01401300500012
o140130050051	01401300500014
o140130050061	01401300500016
o140130050071	01401300500018
o140130050081	01401300500020
o140130050091	01401300500022
o140130050101	01401300500024
o140130050102	01401300500026
o140130050111	01401300500028
o140130050121	01401300500030
o140130050131	01401300500032
o140130050132	01401300500034
o140130050141 o140130050142	01401300500036
o140130050151	01401300500038
o140130050152	01401300500040
o140130050153 o140130050154	01401300500042
o140130050161	01401300500044
o140130050171	01401300500046
o140130060011	01401300600002
o140130060012	01401300600004
o140130060021	01401300600006
o140130060031	01401300600008
o140130060041	01401300600010
o140130060051	01401300600012
o140130060061	01401300600014
o140130060071	01401300600016
o140130060081	01401300600018
o140130060091	01401300600020
o140130060092	01401300600022
o140130060101	01401300600024
o140130060111 o140130060112	01401300600026
o140130070011	01401300700002
o140130070012	01401300700004
o140130070021 o140130070022	01401300700006
o140130070031	01401300700008
o140130070041	01401300700010
o140130070051	01401300700012
o140130070061	01401300700014
o140130070071	01401300700016
o140130070072	01401300700018
o140130070081	01401300700020
o140130070091	01401300700022
o140130070101	01401300700024
o140130070111	01401300700026
o140130070121	01401300700028
o140130070122	01401300700030
o140130070131	01401300700032
o140130070141	01401300700034
o140130070151	01401300700036
o140130070152	01401300700038
o140130070161	01401300700040
o140130070171	01401300700042
o140130070172	01401300700044
o140130070181	01401300700046
o140130070191	01401300700048
o140130070192 o140130070193	01401300700050
o140130080011	01401300800002
o140130080012	01401300800004
o140130080021	01401300800006
o140130080031	01401300800008
o140130080041	01401300800010
o140130080042	01401300800012
o140130080051	01401300800014
o140130080052	01401300800016
o140130080061	01401300800018
o140130080071	01401300800020
o140130080081	01401300800022
o140130080082	01401300800024
o140130080091	01401300800026
o140130080101	01401300800028
o140130080111	01401300800030
o140130080112	01401300800032
o140130080121	01401300800034
o140130080131	01401300800036
o140130080141	01401300800038
o140130080142 o140130080143	01401300800040
o140130080151	01401300800042
o140130080161	01401300800044
o140130080171	01401300800046
o140130080181	01401300800048
o140130080191 o140130080192	01401300800050
o140130080201	01401300800052
o140130080211	01401300800054
o140130080212	01401300800056
o140130090011	01401300900002
o140130090012	01401300900004
o140130090021	01401300900006
o140130090031	01401300900008
o140130090041	01401300900010
o140130090051	01401300900012
o140130090061	01401300900014
o140130090071	01401300900016
o140130090081	01401300900018
o140130090091	01401300900020
o140130090092	01401300900022
o140130090093	01401300900024
o140130090101	01401300900026
o140130090102	01401300900028
o140130090111 o140130090112	01401300900030
o140130090121	01401300900032
o140130090131	01401300900034
o140130090132	01401300900036
o140130090141	01401300900038
o140130090142	01401300900040
o140130090151	01401300900042
o140130090161	01401300900044
o140130090162	01401300900046
o140130090171	01401300900048
o140130090172	01401300900050
o140130090181 o140130090182	01401300900052
o140130090191	01401300900054
o140130090192	01401300900056
o140130090201	01401300900058
o140130090211	01401300900060
o140130090221	01401300900062
o140130090222	01401300900064
o140130090231	01401300900066
o140130090241	01401300900068
o140130090242	01401300900070
o140130090251	01401300900072
o140130090261	01401300900074
o140130090262	01401300900076
o140130090271	01401300900078
o140130100011	01401301000002
o140130100012	01401301000004
o140130100021	01401301000006
o140130100031 o140130100032	01401301000008
o140130100041	01401301000010
o140130100042	01401301000012
o140130100051 o140130100052	01401301000014
o140130100061	01401301000016
o140130100062	01401301000018
o140130100071	01401301000020
o140130100081	01401301000022
o140130100082	01401301000024
o140130100091	01401301000026
o140130100101	01401301000028
o140130100111	01401301000030
o140130100112	01401301000032
o140130100113	01401301000034
o140130100121	01401301000036
o140130100122	01401301000040
o140130110011	01401301100002
o140130110012	01401301100004
o140130110021	01401301100006
o140130110022	01401301100008
o140130110031	01401301100010
o140130110041	01401301100012
o140130110042	01401301100016
o140130110051	01401301100018
o140130110052	01401301100022
o140130110061	01401301100024
o140130110062	01401301100026
o140130110063	01401301100030
o140130110071	01401301100032
o140130110072	01401301100036
o140130110081	01401301100038
o140130110082	01401301100040
o140130110091	01401301100042
o140130110101	01401301100044
o140130110102	01401301100046
o140130110111	01401301100048
o140130110121	01401301100050
o140130110131	01401301100052
o140130110132	01401301100054
o140130110141	01401301100056
o140130110142	01401301100058
o140130110151	01401301100060
o140130110152	01401301100062
o140130110161	01401301100064
o140130110162	01401301100066
o140130110171	01401301100068
o140130110172 o140130110173	01401301100070
o140130110181	01401301100072
o140130110182	01401301100074
o140130110191	01401301100076
o140130110192	01401301100080
o140130110201	01401301100082
o140130110202	01401301100086
o140130110211	01401301100088
o140130110221	01401301100090
o140130110231	01401301100092
o140130110241	01401301100094
o140130110251	01401301100096
o140130110261	01401301100098
o140130110271 o140130110272	01401301100100
o140130110281	01401301100102
o140130110282	01401301100104
o140130110291	01401301100106
o140130110301 o140130110302	01401301100108
o140130120011	01401301200002
o140130120012	01401301200004
o140130120021 o140130120022	01401301200006
o140130120031	01401301200008
o140130120032	01401301200012
o140130120041	01401301200014
o140130120042	01401301200016
o140130120051	01401301200018
o140130120052 o140130120053	01401301200020
o140130120061	01401301200022
o140130120062	01401301200024
o140130120071	01401301200026
o140130120072	01401301200028
o140130120081	01401301200030
o140130120082	01401301200032
o140130120091 o140130120092	01401301200034
o140130120101	01401301200036
o140130120111	01401301200038
o140130120121	01401301200040
o140130120131	01401301200042
o140130120141	01401301200044
o140130120151	01401301200046
o140130120161	01401301200048
o140130120171 o140130120172	01401301200050
o140130120181	01401301200052
o140130120191	01401301200054
o140130120201	01401301200056
o140130130011	01401301300002
o140130130012	01401301300004
o140130130021	01401301300006
o140130130031	01401301300008
o140130130041	01401301300010
o140130130042	01401301300012
o140130130051	01401301300014
o140130130052	01401301300016
o140130130061	01401301300018
o140130130062 o140130130063	01401301300020
o140130130071	01401301300022
o140130130072	01401301300024
o140130130081	01401301300026
o140130130082	01401301300028
o140130130091	01401301300030
o140130130101	01401301300032
o140130130102	01401301300034
o140130130103	01401301300036
o140130130111	01401301300038
o140130130112 o140130130113	01401301300040
o140130140011	01401301400002
o140130140012	01401301400004
o140130140021	01401301400006
o140130140031	01401301400008
o140130140032	01401301400010
o140130140041 o140130140042	01401301400012
o140130140051	01401301400014
o140130140052	01401301400016
o140130140061	01401301400018
o140130140071	01401301400020
o140130140072	01401301400022
o140130140081	01401301400024
o140130140082	01401301400026
o140130140091	01401301400028
o140130140092	01401301400030
o140130140101	01401301400032
o140130140102	01401301400034
o140130140103	01401301400036
o140130140121	01401301400040
o140130140131	01401301400042
o140130140132	01401301400044
o140130150011	01401301500002
o140130150012	01401301500004
o140130150021	01401301500006
o140130150031	01401301500008
o140130150041	01401301500010
o140130150042	01401301500012
o140130150051	01401301500014
o140130150052	01401301500016
o140130150061	01401301500018
o140130150071	01401301500020
o140130150081	01401301500022
o140130150082	01401301500024
o140130150083	01401301500026
o140130150091	01401301500028
o140130150101	01401301500030
o140130150111	01401301500032
o140130150121	01401301500034
o140130150122	01401301500036
o140130150131	01401301500038
o140130150141	01401301500040
o140130150142	01401301500042
o140130150151	01401301500044
o140130150161	01401301500046
o140130150162	01401301500048
o140130160011	01401301600002
o140130160012	01401301600004
o140130160021	01401301600006
o140130160031	01401301600008
o140130160041	01401301600010
o140130160042	01401301600012
o140130160051	01401301600014
o140130160061	01401301600016
o140130160062 o140130160063	01401301600018
o140130160071	01401301600020
o140130160081	01401301600022
o140130160082 o140130160083	01401301600024
o140130170011	01401301700002
o140130170012	01401301700004
o140130170021 o140130170022	01401301700006
o140130170031	01401301700008
o140130170041	01401301700010
o140130170042 o140130170043	01401301700012
o140130170051	01401301700014
o140130170061	01401301700016
o140130170071	01401301700018
o140130170072	01401301700020
o140130170081	01401301700022
o140130170091	01401301700024
o140130170092	01401301700026
o140130170101	01401301700028
o140130170111	01401301700030
o140130170121	01401301700032
o140130170131	01401301700034
o140130170141	01401301700036
o140130180011	01401301800002
o140130180012	01401301800004
o140130180021	01401301800006
o140130180031	01401301800008
o140130180041	01401301800010
o140130180042	01401301800014
o140130180051	01401301800016
o140130180052	01401301800018
o140130180061	01401301800020
o140130180062	01401301800022
o140130180071	01401301800024
o140130180081	01401301800026
o140130180091	01401301800028
o140130180101	01401301800030
o140130180111	01401301800032
o140130180121	01401301800034
o140130180131	01401301800036
o140130180141 o140130180142	01401301800038
o140130190011	01401301900002
o140130190012	01401301900004
o140130190021	01401301900006
o140130190031	01401301900008
o140130190041	01401301900010
o140130190051	01401301900012
o140130190052	01401301900014
o140130190061 o140130190062	01401301900016
o140130190071	01401301900018
o140130190081	01401301900020
o140130190091 o140130190101	01401301900022
o140130190111	01401301900024
o140130190112	01401301900026
o140130190121 o140130190122	01401301900028
o140130190131	01401301900030
o140130190132	01401301900032
o140130190141	01401301900034
